Unnamed: 0,Date,Title,URLs,Views,Is_Video,Video_ID,Video_Duration,Duration_Minutes
VM607:1 ,30/01/2024,Gremio FC vs La Roca AV - U17 Scrimmage,https://www.youtube.com/watch?v=JKj00fFzO2M,1975.0,True,JKj00fFzO2M,PT20M33S,20.55
VM607:1 ,30/01/2024,Utah Surf TH vs La Roca JH - U16 HSP Soccer,https://www.youtube.com/watch?v=I8FF5jp92Tg,6676.0,True,I8FF5jp92Tg,PT28M1S,28.016666666666666
VM607:1 ,30/01/2024,Metasport FC vs La Roca JH - U16 HSP Soccer,https://www.youtube.com/watch?v=Ed7jDDFphYo,4511.0,True,Ed7jDDFphYo,PT23M5S,23.083333333333332
VM607:1 ,30/01/2024,La Roca JH vs Wasatch KH - U16 HSP Soccer,https://www.youtube.com/watch?v=P5CkSHR7O48,4381.0,True,P5CkSHR7O48,PT24M18S,24.3
VM607:1 ,30/01/2024,Wasatch KH vs La Roca JH - U16 HSP soccer,https://www.youtube.com/watch?v=2593nF-fveY,6158.0,True,2593nF-fveY,PT26M24S,26.4
VM607:1 ,30/01/2024,La Roca JH vs L30 Nitro - U16 HSP soccer,https://www.youtube.com/watch?v=n6zNktzNPLQ,2964.0,True,n6zNktzNPLQ,PT25M36S,25.6
VM607:1 ,30/01/2024,Utah President's Cup tournament - U16 Match 3,https://www.youtube.com/watch?v=IW6zZNGTbl0,4779.0,True,IW6zZNGTbl0,PT19M50S,19.833333333333332
VM607:1 ,30/01/2024,Utah President's Cup tournament - U16 Match 2,https://www.youtube.com/watch?v=I_mOBnqdJws,2734.0,True,I_mOBnqdJws,PT18M34S,18.566666666666666
VM607:1 ,30/01/2024,Utah President's Cup tournament - U16 Match 1,https://www.youtube.com/watch?v=jpgwtQpEJVc,2895.0,True,jpgwtQpEJVc,PT22M21S,22.35
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 4,https://www.youtube.com/watch?v=xZyyWKIPLOU,4113.0,True,xZyyWKIPLOU,PT17M18S,17.3
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 3,https://www.youtube.com/watch?v=BGymD2hLo4o,5193.0,True,BGymD2hLo4o,PT21M11S,21.183333333333334
VM607:1 ,30/01/2024,Las Vegas Thanksgiving Classic U16 tournament soccer. Match 2,https://www.youtube.com/watch?v=-qrtwa264Eo,4903.0,True,-qrtwa264Eo,PT17M11S,17.183333333333334
